"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Sep 14 2012","2456184.999976852","369316801","43.57","1.49e-7","3.60e-8","-2.14","-","137.13","1e-8","0","bin215.log"
"Sep 21 2012","2456191.999976852","369921601","21.27","9.26e-8","3.00e-8","-2.14","-","131.15","1e-8","0","bin216.log"
"Sep 28 2012","2456198.999976852","370526401","21.51","6.30e-8","1.98e-8","-2.14","-","124.99","1e-8","0","bin217.log"
"Oct 05 2012","2456205.999976852","371131201","35.08","1.16e-7","2.89e-8","-2.14","-","118.73","1e-8","0","bin218.log"
"Oct 12 2012","2456212.999976852","371736001","8.1","6.56e-8","2.92e-8","-2.14","-","112.45","1e-8","0","bin219.log"
"Oct 19 2012","2456219.999976852","372340801","30.61","1.23e-7","3.21e-8","-2.14","-","106.20","1e-8","0","bin220.log"
"Oct 26 2012","2456226.999976852","372945601","70.79","1.94e-7","3.40e-8","-2.14","-","100.03","1e-8","0","bin221.log"
"Nov 02 2012","2456233.999976852","373550401","8.2","5.07e-8","2.56e-8","-2.14","-","94.00","1e-8","0","bin222.log"
"Nov 09 2012","2456240.999976852","374155201","10.16","7.95e-8","3.27e-8","-2.14","-","88.17","1e-8","0","bin223.log"
"Nov 16 2012","2456247.999976852","374760001","13.9","6.81e-8","2.59e-8","-2.14","-","82.59","1e-8","0","bin224.log"
"Nov 23 2012","2456254.999976852","375364801","14.19","7.12e-8","2.58e-8","-2.14","-","77.34","1e-8","0","bin225.log"
"Nov 30 2012","2456261.999976852","375969601","111.95","2.20e-7","3.60e-8","-2.14","-","72.48","1e-8","0","bin226.log"
"Dec 07 2012","2456268.999976852","376574401","309.43","5.10e-7","5.10e-8","-2.14","-","68.06","1e-8","0","bin227.log"
"Dec 14 2012","2456275.999976852","377179201","8.39","6.08e-8","2.92e-8","-2.14","-","64.12","1e-8","0","bin228.log"
"Dec 21 2012","2456282.999976852","377784001","31.75","1.13e-7","3.17e-8","-2.14","-","60.68","1e-8","0","bin229.log"
"Dec 28 2012","2456289.999976852","378388801","6.81","5.39e-8","2.67e-8","-2.14","-","57.73","1e-8","0","bin230.log"
"Jan 04 2013","2456296.999976852","378993601","481.29","7.71e-7","6.20e-8","-2.14","-","55.22","1e-8","0","bin231.log"
"Jan 11 2013","2456303.999976852","379598401","441.52","6.35e-7","5.40e-8","-2.14","-","53.11","1e-8","0","bin232.log"
"Jan 18 2013","2456310.999976852","380203201","18.79","9.83e-8","3.13e-8","-2.14","-","51.33","1e-8","0","bin233.log"
"Jan 25 2013","2456317.999976852","380808001","24.49","1.06e-7","3.16e-8","-2.14","-","49.84","1e-8","0","bin234.log"
"Feb 01 2013","2456324.999976852","381412801","5.66","3.94e-8","2.56e-8","-2.14","-","48.61","1e-8","0","bin235.log"
"Feb 08 2013","2456331.999976852","382017601","10.28","4.60e-8","2.32e-8","-2.14","-","47.64","1e-8","0","bin236.log"
"Feb 15 2013","2456338.999976852","382622401","4.63","4.33e-8","2.59e-8","-2.14","-","46.97","1e-8","0","bin237.log"
"Feb 22 2013","2456345.999976852","383227201","7.51","5.45e-8","2.66e-8","-2.14","-","46.65","1e-8","0","bin238.log"
"Mar 01 2013","2456352.999976852","383832001","31.17","1.27e-7","3.66e-8","-2.14","-","46.77","1e-8","0","bin239.log"
"Mar 08 2013","2456359.999976852","384436801","16.01","7.03e-8","2.77e-8","-2.14","-","47.39","1e-8","0","bin240.log"
"Mar 15 2013","2456366.999976852","385041601","10.68","5.20e-8","2.25e-8","-2.14","-","48.59","1e-8","0","bin241.log"
"Mar 22 2013","2456373.999976852","385646401","11.93","7.67e-8","2.92e-8","-2.14","-","50.42","1e-8","0","bin242.log"
"Mar 29 2013","2456380.999976852","386251201","6.83","5.28e-8","2.74e-8","-2.14","-","52.90","1e-8","0","bin243.log"
"Apr 05 2013","2456387.999976852","386856001","5.34","3.37e-8","1.96e-8","-2.14","-","56.03","1e-8","0","bin244.log"
"Apr 12 2013","2456394.999976852","387460801","75.17","1.77e-7","3.30e-8","-2.14","-","59.77","1e-8","0","bin245.log"
"Apr 19 2013","2456401.999976852","388065601","0","< 4.25e-8","-","-","-","64.09","1e-8","0","bin246.log"
"Apr 26 2013","2456408.999976852","388670401","43.87","1.34e-7","3.10e-8","-2.14","-","68.93","1e-8","0","bin247.log"
"May 03 2013","2456415.999976852","389275201","21.28","9.50e-8","2.97e-8","-2.14","-","74.24","1e-8","0","bin248.log"
"May 10 2013","2456422.999976852","389880001","22.64","7.77e-8","2.58e-8","-2.14","-","79.97","1e-8","0","bin249.log"
"May 17 2013","2456429.999976852","390484801","113.16","1.77e-7","2.60e-8","-2.14","-","86.05","1e-8","0","bin250.log"
"May 24 2013","2456436.999976852","391089601","49.75","1.47e-7","3.40e-8","-2.14","-","92.42","1e-8","0","bin251.log"
"May 31 2013","2456443.999976852","391694401","47.25","1.59e-7","3.40e-8","-2.14","-","99.03","1e-8","0","bin252.log"
"Jun 07 2013","2456450.999976852","392299201","49.51","1.61e-7","3.80e-8","-2.14","-","105.81","1e-8","0","bin253.log"
"Jun 14 2013","2456457.999976852","392904001","24.03","1.39e-7","3.90e-8","-2.14","-","112.69","1e-8","0","bin254.log"
"Jun 21 2013","2456464.999976852","393508801","142.92","2.53e-7","3.70e-8","-2.14","-","119.60","1e-8","0","bin255.log"
"Jun 28 2013","2456471.999976852","394113601","92.59","2.15e-7","3.70e-8","-2.14","-","126.43","1e-8","0","bin256.log"
"Jul 05 2013","2456478.999976852","394718401","71.49","2.06e-7","3.70e-8","-2.14","-","133.10","1e-8","0","bin257.log"
"Jul 12 2013","2456485.999976852","395323201","84.44","2.37e-7","4.20e-8","-2.14","-","139.44","1e-8","0","bin258.log"
"Jul 19 2013","2456492.999976852","395928001","76.73","2.29e-7","4.10e-8","-2.14","-","145.25","1e-8","0","bin259.log"
"Jul 26 2013","2456499.999976852","396532801","52.55","1.36e-7","3.40e-8","-2.14","-","150.21","1e-8","0","bin260.log"
"Aug 02 2013","2456506.999976852","397137601","81.01","2.52e-7","4.30e-8","-2.14","-","153.86","1e-8","0","bin261.log"
"Aug 09 2013","2456513.999976852","397742401","217.53","4.20e-7","4.90e-8","-2.14","-","155.65","1e-8","0","bin262.log"
"Aug 16 2013","2456520.999976852","398347201","163.21","2.51e-7","3.20e-8","-2.14","-","155.22","1e-8","0","bin263.log"
"Aug 23 2013","2456527.999976852","398952001","317.24","4.15e-7","4.10e-8","-2.14","-","152.74","1e-8","0","bin264.log"
"Aug 30 2013","2456534.999976852","399556801","44.68","2.19e-7","4.90e-8","-2.14","-","148.73","1e-8","0","bin265.log"
"Sep 06 2013","2456541.999976852","400161601","59.34","1.82e-7","3.70e-8","-2.14","-","143.75","1e-8","0","bin266.log"
"Sep 13 2013","2456548.999976852","400766401","84.65","2.16e-7","3.90e-8","-2.14","-","138.17","1e-8","0","bin267.log"
"Sep 20 2013","2456555.999976852","401371201","180.64","3.63e-7","4.50e-8","-2.14","-","132.23","1e-8","0","bin268.log"
"Sep 27 2013","2456562.999976852","401976001","306.75","5.22e-7","5.20e-8","-2.14","-","126.09","1e-8","0","bin269.log"
"Oct 04 2013","2456569.999976852","402580801","180.39","3.34e-7","4.50e-8","-2.14","-","119.85","1e-8","0","bin270.log"
"Oct 11 2013","2456576.999976852","403185601","309.07","4.47e-7","4.50e-8","-2.14","-","113.56","1e-8","0","bin271.log"
"Oct 18 2013","2456583.999976852","403790401","307.05","4.57e-7","4.90e-8","-2.14","-","107.30","1e-8","0","bin272.log"
"Oct 25 2013","2456590.999976852","404395201","73.7","3.39e-7","6.70e-8","-2.14","-","101.12","1e-8","0","bin273.log"
"Nov 01 2013","2456597.999976852","405000001","116.74","3.09e-7","4.50e-8","-2.14","-","95.06","1e-8","0","bin274.log"
"Nov 08 2013","2456604.999976852","405604801","144.54","2.82e-7","4.00e-8","-2.14","-","89.19","1e-8","0","bin275.log"
"Nov 15 2013","2456611.999976852","406209601","84.84","2.45e-7","4.40e-8","-2.14","-","83.56","1e-8","0","bin276.log"
"Nov 22 2013","2456618.999976852","406814401","450.96","6.72e-7","5.90e-8","-2.14","-","78.25","1e-8","0","bin277.log"
"Nov 29 2013","2456625.999976852","407419201","150.18","3.28e-7","4.20e-8","-2.14","-","73.31","1e-8","0","bin278.log"
"Dec 06 2013","2456632.999976852","408024001","152.8","5.44e-7","7.80e-8","-2.14","-","68.81","1e-8","0","bin279.log"
"Dec 13 2013","2456639.999976852","408628801","10.12","2.09e-7","9.30e-8","-2.14","-","64.78","1e-8","0","bin280.log"
"Dec 20 2013","2456646.999976852","409233601","48.39","2.02e-7","5.70e-8","-2.14","-","61.26","1e-8","0","bin281.log"
"Dec 27 2013","2456653.999976852","409838401","32.32","2.09e-7","5.70e-8","-2.14","-","58.22","1e-8","0","bin282.log"
"Jan 03 2014","2456660.999976852","410443201","6.61","1.17e-7","6.12e-8","-2.14","-","55.64","1e-8","0","bin283.log"
"Jan 10 2014","2456667.999976852","411048001","60.59","3.69e-7","8.10e-8","-2.14","-","53.46","1e-8","0","bin284.log"
"Jan 17 2014","2456674.999976852","411652801","25.67","1.70e-7","4.90e-8","-2.14","-","51.62","1e-8","0","bin285.log"
"Jan 24 2014","2456681.999976852","412257601","56.95","1.22e-7","2.51e-8","-2.14","-","50.08","1e-8","0","bin286.log"
"Jan 31 2014","2456688.999976852","412862401","117.96","1.64e-7","2.40e-8","-2.14","-","48.81","1e-8","0","bin287.log"
"Feb 07 2014","2456695.999976852","413467201","25.87","1.58e-7","4.70e-8","-2.14","-","47.79","1e-8","0","bin288.log"
"Feb 14 2014","2456702.999976852","414072001","72.51","2.01e-7","4.40e-8","-2.14","-","47.06","1e-8","0","bin289.log"
"Feb 21 2014","2456709.999976852","414676801","37.15","2.15e-7","5.50e-8","-2.14","-","46.68","1e-8","0","bin290.log"
"Feb 28 2014","2456716.999976852","415281601","35.18","3.60e-7","9.00e-8","-2.14","-","46.71","1e-8","0","bin291.log"
"Mar 07 2014","2456723.999976852","415886401","45.54","2.58e-7","6.20e-8","-2.14","-","47.24","1e-8","0","bin292.log"
"Mar 14 2014","2456730.999976852","416491201","25.8","1.05e-7","3.05e-8","-2.14","-","48.33","1e-8","0","bin293.log"
"Mar 21 2014","2456737.999976852","417096001","43.45","1.21e-7","2.92e-8","-2.14","-","50.05","1e-8","0","bin294.log"
"Mar 28 2014","2456744.999976852","417700801","49.44","2.31e-7","6.00e-8","-2.14","-","52.41","1e-8","0","bin295.log"
"Apr 04 2014","2456751.999976852","418305601","6.01","7.00e-8","3.86e-8","-2.14","-","55.43","1e-8","0","bin296.log"
"Apr 11 2014","2456758.999976852","418910401","6.02","4.54e-8","2.81e-8","-2.14","-","59.06","1e-8","0","bin297.log"
"Apr 18 2014","2456765.999976852","419515201","4.3","5.09e-8","3.90e-8","-2.14","-","63.28","1e-8","0","bin298.log"
"Apr 25 2014","2456772.999976852","420120001","52.4","1.39e-7","3.50e-8","-2.14","-","68.04","1e-8","0","bin299.log"
"May 02 2014","2456779.999976852","420724801","28.71","1.16e-7","3.17e-8","-2.14","-","73.27","1e-8","0","bin300.log"
"May 09 2014","2456786.999976852","421329601","44.83","1.24e-7","2.97e-8","-2.14","-","78.92","1e-8","0","bin301.log"
"May 16 2014","2456793.999976852","421934401","24.16","7.25e-8","2.53e-8","-2.14","-","84.94","1e-8","0","bin302.log"
"May 23 2014","2456800.999976852","422539201","14.6","1.02e-7","3.71e-8","-2.14","-","91.27","1e-8","0","bin303.log"
"May 30 2014","2456807.999976852","423144001","29.34","1.29e-7","3.27e-8","-2.14","-","97.84","1e-8","0","bin304.log"
"Jun 06 2014","2456814.999976852","423748801","14.69","8.58e-8","3.26e-8","-2.14","-","104.60","1e-8","0","bin305.log"
"Jun 13 2014","2456821.999976852","424353601","23.6","1.34e-7","3.97e-8","-2.14","-","111.47","1e-8","0","bin306.log"
"Jun 20 2014","2456828.999976852","424958401","27.38","1.01e-7","3.07e-8","-2.14","-","118.37","1e-8","0","bin307.log"
"Jun 27 2014","2456835.999976852","425563201","7.28","4.90e-8","2.47e-8","-2.14","-","125.23","1e-8","0","bin308.log"
"Jul 04 2014","2456842.999976852","426168001","11.28","4.70e-8","2.34e-8","-2.14","-","131.93","1e-8","0","bin309.log"
"Jul 11 2014","2456849.999976852","426772801","2.6","< 1.12e-7","-","-","-","138.34","1e-8","0","bin310.log"
"Jul 18 2014","2456856.999976852","427377601","15.79","1.10e-7","4.24e-8","-2.14","-","144.27","1e-8","0","bin311.log"
"Jul 25 2014","2456863.999976852","427982401","21.05","1.08e-7","3.61e-8","-2.14","-","149.41","1e-8","0","bin312.log"
"Aug 01 2014","2456870.999976852","428587201","22.33","1.64e-7","5.00e-8","-2.14","-","153.33","1e-8","0","bin313.log"
"Aug 08 2014","2456877.999976852","429192001","0.15","< 1.14e-7","-","-","-","155.49","1e-8","0","bin314.log"
"Aug 15 2014","2456884.999976852","429796801","0","< 6.71e-8","-","-","-","155.46","1e-8","0","bin315.log"
"Aug 22 2014","2456891.999976852","430401601","14.14","5.55e-8","2.57e-8","-2.14","-","153.31","1e-8","0","bin316.log"
"Aug 29 2014","2456898.999976852","431006401","11.95","7.52e-8","3.09e-8","-2.14","-","149.53","1e-8","0","bin317.log"
"Sep 05 2014","2456905.999976852","431611201","39.87","2.27e-7","6.30e-8","-2.14","-","144.68","1e-8","0","bin318.log"
"Sep 12 2014","2456912.999976852","432216001","57.1","2.26e-7","4.90e-8","-2.14","-","139.19","1e-8","0","bin319.log"
"Sep 19 2014","2456919.999976852","432820801","19.24","1.24e-7","4.58e-8","-2.14","-","133.30","1e-8","0","bin320.log"
"Sep 26 2014","2456926.999976852","433425601","34.18","1.87e-7","5.20e-8","-2.14","-","127.19","1e-8","0","bin321.log"
"Oct 03 2014","2456933.999976852","434030401","5.28","8.16e-8","5.08e-8","-2.14","-","120.96","1e-8","0","bin322.log"
"Oct 10 2014","2456940.999976852","434635201","22.53","9.63e-8","3.78e-8","-2.14","-","114.68","1e-8","0","bin323.log"
"Oct 17 2014","2456947.999976852","435240001","43.65","1.21e-7","2.87e-8","-2.14","-","108.41","1e-8","0","bin324.log"
"Oct 24 2014","2456954.999976852","435844801","24.49","1.37e-7","4.24e-8","-2.14","-","102.21","1e-8","0","bin325.log"
"Oct 31 2014","2456961.999976852","436449601","11.37","8.03e-8","3.88e-8","-2.14","-","96.12","1e-8","0","bin326.log"
"Nov 07 2014","2456968.999976852","437054401","23.08","1.39e-7","4.19e-8","-2.14","-","90.22","1e-8","0","bin327.log"
"Nov 14 2014","2456975.999976852","437659201","14.68","1.00e-7","4.22e-8","-2.14","-","84.54","1e-8","0","bin328.log"
"Nov 21 2014","2456982.999976852","438264001","0","< 1.15e-7","-","-","-","79.17","1e-8","0","bin329.log"
"Nov 28 2014","2456989.999976852","438868801","32.83","2.50e-7","6.90e-8","-2.14","-","74.16","1e-8","0","bin330.log"
"Dec 05 2014","2456996.999976852","439473601","27.12","1.11e-7","3.48e-8","-2.14","-","69.58","1e-8","0","bin331.log"
"Dec 12 2014","2457003.999976852","440078401","55.98","1.48e-7","3.20e-8","-2.14","-","65.46","1e-8","0","bin332.log"
"Dec 19 2014","2457010.999976852","440683201","60.22","1.69e-7","3.50e-8","-2.14","-","61.85","1e-8","0","bin333.log"
"Dec 26 2014","2457017.999976852","441288001","49.44","1.47e-7","3.40e-8","-2.14","-","58.72","1e-8","0","bin334.log"
"Jan 02 2015","2457024.999976852","441892801","118.65","2.16e-7","3.50e-8","-2.14","-","56.06","1e-8","0","bin335.log"
"Jan 09 2015","2457031.999976852","442497601","142.6","2.71e-7","3.90e-8","-2.14","-","53.82","1e-8","0","bin336.log"
"Jan 16 2015","2457038.999976852","443102401","154.84","3.33e-7","4.90e-8","-2.14","-","51.93","1e-8","0","bin337.log"
"Jan 23 2015","2457045.999976852","443707201","174.61","3.41e-7","4.60e-8","-2.14","-","50.34","1e-8","0","bin338.log"
"Jan 30 2015","2457052.999976852","444312001","134.99","3.39e-7","4.60e-8","-2.14","-","49.01","1e-8","0","bin339.log"
"Feb 06 2015","2457059.999976852","444916801","368.14","5.58e-7","5.30e-8","-2.14","-","47.95","1e-8","0","bin340.log"
"Feb 13 2015","2457066.999976852","445521601","424.15","6.37e-7","5.70e-8","-2.14","-","47.17","1e-8","0","bin341.log"
"Feb 20 2015","2457073.999976852","446126401","382.12","5.57e-7","5.10e-8","-2.14","-","46.72","1e-8","0","bin342.log"
"Feb 27 2015","2457080.999976852","446731201","461.44","6.20e-7","5.50e-8","-2.14","-","46.67","1e-8","0","bin343.log"
"Mar 06 2015","2457087.999976852","447336001","219.37","4.04e-7","4.90e-8","-2.14","-","47.10","1e-8","0","bin344.log"
"Mar 13 2015","2457094.999976852","447940801","260.27","4.65e-7","5.10e-8","-2.14","-","48.10","1e-8","0","bin345.log"
"Mar 20 2015","2457101.999976852","448545601","205.29","9.10e-7","1.14e-7","-2.14","-","49.70","1e-8","0","bin346.log"
"Mar 27 2015","2457108.999976852","449150401","120.45","7.05e-7","1.24e-7","-2.14","-","51.95","1e-8","0","bin347.log"
"Apr 03 2015","2457115.999976852","449755201","255.02","9.11e-7","1.01e-7","-2.14","-","54.84","1e-8","0","bin348.log"
"Apr 10 2015","2457122.999976852","450360001","369.31","5.92e-7","5.70e-8","-2.14","-","58.37","1e-8","0","bin349.log"
"Apr 17 2015","2457129.999976852","450964801","183.2","3.70e-7","4.40e-8","-2.14","-","62.49","1e-8","0","bin350.log"
"Apr 24 2015","2457136.999976852","451569601","145.54","3.29e-7","4.30e-8","-2.14","-","67.15","1e-8","0","bin351.log"
"May 01 2015","2457143.999976852","452174401","335.27","5.36e-7","5.20e-8","-2.14","-","72.31","1e-8","0","bin352.log"
"May 08 2015","2457150.999976852","452779201","178.54","3.59e-7","4.60e-8","-2.14","-","77.89","1e-8","0","bin353.log"
"May 15 2015","2457157.999976852","453384001","219.18","3.53e-7","4.20e-8","-2.14","-","83.85","1e-8","0","bin354.log"
"May 22 2015","2457164.999976852","453988801","134.26","2.54e-7","3.90e-8","-2.14","-","90.13","1e-8","0","bin355.log"
"May 29 2015","2457171.999976852","454593601","179.73","3.93e-7","5.00e-8","-2.14","-","96.66","1e-8","0","bin356.log"
"Jun 05 2015","2457178.999976852","455198401","223.46","3.91e-7","4.30e-8","-2.14","-","103.39","1e-8","0","bin357.log"
"Jun 12 2015","2457185.999976852","455803201","464.86","5.82e-7","5.00e-8","-2.14","-","110.24","1e-8","0","bin358.log"
"Jun 19 2015","2457192.999976852","456408001","547.88","7.91e-7","6.70e-8","-2.14","-","117.15","1e-8","0","bin359.log"
"Jun 26 2015","2457199.999976852","457012801","481.21","6.36e-7","5.70e-8","-2.14","-","124.02","1e-8","0","bin360.log"
"Jul 03 2015","2457206.999965278","457617601","103.01","2.45e-7","4.00e-8","-2.14","-","130.76","1e-8","0","bin361.log"
"Jul 10 2015","2457213.999965278","458222401","120.64","2.62e-7","4.10e-8","-2.14","-","137.23","1e-8","0","bin362.log"
"Jul 17 2015","2457220.999965278","458827201","372.33","5.37e-7","5.00e-8","-2.14","-","143.26","1e-8","0","bin363.log"
"Jul 24 2015","2457227.999965278","459432001","255.02","4.55e-7","5.20e-8","-2.14","-","148.57","1e-8","0","bin364.log"
"Jul 31 2015","2457234.999965278","460036801","225.47","3.51e-7","4.40e-8","-2.14","-","152.75","1e-8","0","bin365.log"
"Aug 07 2015","2457241.999965278","460641601","326.42","5.07e-7","5.00e-8","-2.14","-","155.25","1e-8","0","bin366.log"
"Aug 14 2015","2457248.999965278","461246401","347.83","5.53e-7","5.30e-8","-2.14","-","155.63","1e-8","0","bin367.log"
"Aug 21 2015","2457255.999965278","461851201","182.01","3.89e-7","5.00e-8","-2.14","-","153.82","1e-8","0","bin368.log"
"Aug 28 2015","2457262.999965278","462456001","42.96","1.33e-7","3.20e-8","-2.14","-","150.29","1e-8","0","bin369.log"
"Sep 04 2015","2457269.999965278","463060801","132.16","2.62e-7","3.90e-8","-2.14","-","145.60","1e-8","0","bin370.log"
"Sep 11 2015","2457276.999965278","463665601","164.37","3.20e-7","4.40e-8","-2.14","-","140.20","1e-8","0","bin371.log"
"Sep 18 2015","2457283.999965278","464270401","372.18","5.16e-7","4.90e-8","-2.14","-","134.37","1e-8","0","bin372.log"
"Sep 25 2015","2457290.999965278","464875201","103.17","2.25e-7","3.70e-8","-2.14","-","128.29","1e-8","0","bin373.log"
"Oct 02 2015","2457297.999965278","465480001","147.95","3.26e-7","4.60e-8","-2.14","-","122.07","1e-8","0","bin374.log"
"Oct 09 2015","2457304.999965278","466084801","351.15","5.75e-7","5.40e-8","-2.14","-","115.80","1e-8","0","bin375.log"
"Oct 16 2015","2457311.999965278","466689601","514.23","7.43e-7","6.00e-8","-2.14","-","109.52","1e-8","0","bin376.log"
"Oct 23 2015","2457318.999965278","467294401","308.24","4.55e-7","4.80e-8","-2.14","-","103.30","1e-8","0","bin377.log"
"Oct 30 2015","2457325.999965278","467899201","400.04","5.16e-7","4.80e-8","-2.14","-","97.19","1e-8","0","bin378.log"
"Nov 06 2015","2457332.999965278","468504001","173.87","3.50e-7","4.50e-8","-2.14","-","91.25","1e-8","0","bin379.log"
"Nov 13 2015","2457339.999965278","469108801","138.52","2.45e-7","3.70e-8","-2.14","-","85.53","1e-8","0","bin380.log"
"Nov 20 2015","2457346.999965278","469713601","168.47","3.47e-7","4.40e-8","-2.14","-","80.10","1e-8","0","bin381.log"
"Nov 27 2015","2457353.999965278","470318401","67.49","2.02e-7","4.10e-8","-2.14","-","75.02","1e-8","0","bin382.log"
"Dec 04 2015","2457360.999965278","470923201","198.94","3.85e-7","4.70e-8","-2.14","-","70.36","1e-8","0","bin383.log"
"Dec 11 2015","2457367.999965278","471528001","221.12","4.38e-7","5.10e-8","-2.14","-","66.16","1e-8","0","bin384.log"
"Dec 18 2015","2457374.999965278","472132801","449.06","5.29e-7","4.80e-8","-2.14","-","62.45","1e-8","0","bin385.log"
"Dec 25 2015","2457381.999965278","472737601","577.79","6.67e-7","5.50e-8","-2.14","-","59.24","1e-8","0","bin386.log"
"Jan 01 2016","2457388.999965278","473342401","331.21","4.71e-7","4.70e-8","-2.14","-","56.50","1e-8","0","bin387.log"
"Jan 08 2016","2457395.999965278","473947201","236.26","4.10e-7","4.80e-8","-2.14","-","54.19","1e-8","0","bin388.log"
"Jan 15 2016","2457402.999965278","474552001","209.93","4.20e-7","5.10e-8","-2.14","-","52.24","1e-8","0","bin389.log"
"Jan 22 2016","2457409.999965278","475156801","240.47","4.62e-7","5.30e-8","-2.14","-","50.60","1e-8","0","bin390.log"
"Jan 29 2016","2457416.999965278","475761601","373.23","5.26e-7","5.10e-8","-2.14","-","49.23","1e-8","0","bin391.log"
"Feb 05 2016","2457423.999965278","476366401","329.28","4.60e-7","4.90e-8","-2.14","-","48.12","1e-8","0","bin392.log"
"Feb 12 2016","2457430.999965278","476971201","253.86","4.14e-7","4.80e-8","-2.14","-","47.28","1e-8","0","bin393.log"
"Feb 19 2016","2457437.999965278","477576001","238.08","4.03e-7","4.80e-8","-2.14","-","46.77","1e-8","0","bin394.log"
"Feb 26 2016","2457444.999965278","478180801","366.08","4.78e-7","4.60e-8","-2.14","-","46.65","1e-8","0","bin395.log"
"Mar 04 2016","2457451.999965278","478785601","293.22","4.34e-7","4.60e-8","-2.14","-","46.99","1e-8","0","bin396.log"
"Mar 11 2016","2457458.999965278","479390401","280.55","5.12e-7","5.30e-8","-2.14","-","47.88","1e-8","0","bin397.log"
"Mar 18 2016","2457465.999965278","479995201","372.76","5.42e-7","5.30e-8","-2.14","-","49.37","1e-8","0","bin398.log"
"Mar 25 2016","2457472.999965278","480600001","364.92","4.65e-7","4.60e-8","-2.14","-","51.50","1e-8","0","bin399.log"
"Apr 01 2016","2457479.999965278","481204801","295.17","4.17e-7","4.50e-8","-2.14","-","54.28","1e-8","0","bin400.log"
"Apr 08 2016","2457486.999965278","481809601","288.13","4.26e-7","4.70e-8","-2.14","-","57.70","1e-8","0","bin401.log"
"Apr 15 2016","2457493.999965278","482414401","374.73","4.86e-7","4.80e-8","-2.14","-","61.72","1e-8","0","bin402.log"
"Apr 22 2016","2457500.999965278","483019201","134.93","2.78e-7","4.00e-8","-2.14","-","66.29","1e-8","0","bin403.log"
"Apr 29 2016","2457507.999965278","483624001","471.78","4.36e-7","3.70e-8","-2.14","-","71.36","1e-8","0","bin404.log"
"May 06 2016","2457514.999965278","484228801","506.33","6.27e-7","4.90e-8","-2.14","-","76.87","1e-8","0","bin405.log"
"May 13 2016","2457521.999965278","484833601","558.37","5.32e-7","4.30e-8","-2.14","-","82.77","1e-8","0","bin406.log"
"May 20 2016","2457528.999965278","485438401","489.6","6.43e-7","5.40e-8","-2.14","-","88.99","1e-8","0","bin407.log"
"May 27 2016","2457535.999965278","486043201","778.85","7.93e-7","5.80e-8","-2.14","-","95.48","1e-8","0","bin408.log"
"Jun 03 2016","2457542.999965278","486648001","345.11","5.40e-7","5.50e-8","-2.14","-","102.18","1e-8","0","bin409.log"
"Jun 10 2016","2457549.999965278","487252801","414.01","5.49e-7","5.00e-8","-2.14","-","109.02","1e-8","0","bin410.log"
"Jun 17 2016","2457556.999965278","487857601","430.18","6.69e-7","6.50e-8","-2.14","-","115.92","1e-8","0","bin411.log"
"Jun 24 2016","2457563.999965278","488462401","190.41","3.38e-7","4.20e-8","-2.14","-","122.80","1e-8","0","bin412.log"
"Jul 01 2016","2457570.999965278","489067201","200.58","3.36e-7","4.30e-8","-2.14","-","129.58","1e-8","0","bin413.log"
"Jul 08 2016","2457577.999965278","489672001","270.3","4.11e-7","4.60e-8","-2.14","-","136.11","1e-8","0","bin414.log"
"Jul 15 2016","2457584.999965278","490276801","206.77","3.52e-7","4.30e-8","-2.14","-","142.23","1e-8","0","bin415.log"
"Jul 22 2016","2457591.999965278","490881601","45.63","2.93e-7","7.50e-8","-2.14","-","147.69","1e-8","0","bin416.log"
"Jul 29 2016","2457598.999965278","491486401","87.83","2.30e-7","4.00e-8","-2.14","-","152.11","1e-8","0","bin417.log"
"Aug 05 2016","2457605.999965278","492091201","0","< 6.84e-7","-","-","-","154.96","1e-8","0","bin418.log"
"Aug 12 2016","2457612.999965278","492696001","96.78","2.24e-7","3.80e-8","-2.14","-","155.72","1e-8","0","bin419.log"
"Aug 19 2016","2457619.999965278","493300801","78.25","1.75e-7","3.60e-8","-2.14","-","154.29","1e-8","0","bin420.log"
"Aug 26 2016","2457626.999965278","493905601","58.34","1.96e-7","4.00e-8","-2.14","-","151.02","1e-8","0","bin421.log"
"Sep 02 2016","2457633.999965278","494510401","42.48","1.42e-7","3.30e-8","-2.14","-","146.50","1e-8","0","bin422.log"
"Sep 09 2016","2457640.999965278","495115201","70.41","1.75e-7","3.50e-8","-2.14","-","141.20","1e-8","0","bin423.log"
"Sep 16 2016","2457647.999965278","495720001","203.53","3.48e-7","4.40e-8","-2.14","-","135.43","1e-8","0","bin424.log"
"Sep 23 2016","2457654.999965278","496324801","742.88","7.65e-7","5.50e-8","-2.14","-","129.38","1e-8","0","bin425.log"
"Sep 30 2016","2457661.999965278","496929601","249.36","4.17e-7","4.90e-8","-2.14","-","123.18","1e-8","0","bin426.log"
"Oct 07 2016","2457668.999965278","497534401","1017.34","1.13e-6","7.00e-8","-2.14","-","116.91","1e-8","0","bin427.log"
"Oct 14 2016","2457675.999965278","498139201","210.12","3.92e-7","5.20e-8","-2.14","-","110.63","1e-8","0","bin428.log"
