"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Nov 27 2009","2455162.999988426","281016001","62.09","1.56e-7","3.40e-8","-2.14","-","74.70","1e-8","0","bin69.log"
"Dec 04 2009","2455169.999988426","281620801","74.4","1.96e-7","3.60e-8","-2.14","-","70.07","1e-8","0","bin70.log"
"Dec 11 2009","2455176.999988426","282225601","42.66","1.38e-7","3.40e-8","-2.14","-","65.90","1e-8","0","bin71.log"
"Dec 18 2009","2455183.999988426","282830401","39.56","1.29e-7","3.45e-8","-2.14","-","62.23","1e-8","0","bin72.log"
"Dec 25 2009","2455190.999988426","283435201","49.09","1.35e-7","3.10e-8","-2.14","-","59.05","1e-8","0","bin73.log"
"Jan 01 2010","2455197.999988426","284040001","153.69","3.26e-7","4.40e-8","-2.14","-","56.34","1e-8","0","bin74.log"
"Jan 08 2010","2455204.999988426","284644801","110.11","2.40e-7","4.10e-8","-2.14","-","54.05","1e-8","0","bin75.log"
"Jan 15 2010","2455211.999988426","285249601","38.5","1.33e-7","3.51e-8","-2.14","-","52.12","1e-8","0","bin76.log"
"Jan 22 2010","2455218.999988426","285854401","230.7","4.09e-7","4.60e-8","-2.14","-","50.50","1e-8","0","bin77.log"
"Jan 29 2010","2455225.999988426","286459201","94.29","2.37e-7","4.20e-8","-2.14","-","49.15","1e-8","0","bin78.log"
"Feb 05 2010","2455232.999988426","287064001","40.07","1.73e-7","4.00e-8","-2.14","-","48.06","1e-8","0","bin79.log"
"Feb 12 2010","2455239.999988426","287668801","40.53","1.38e-7","3.50e-8","-2.14","-","47.24","1e-8","0","bin80.log"
"Feb 19 2010","2455246.999988426","288273601","103.28","2.18e-7","3.50e-8","-2.14","-","46.75","1e-8","0","bin81.log"
"Feb 26 2010","2455253.999988426","288878401","103.14","2.61e-7","4.10e-8","-2.14","-","46.65","1e-8","0","bin82.log"
"Mar 05 2010","2455260.999988426","289483201","75.29","2.28e-7","4.20e-8","-2.14","-","47.03","1e-8","0","bin83.log"
"Mar 12 2010","2455267.999988426","290088001","105.92","2.05e-7","3.60e-8","-2.14","-","47.96","1e-8","0","bin84.log"
"Mar 19 2010","2455274.999988426","290692801","194.5","3.19e-7","4.50e-8","-2.14","-","49.49","1e-8","0","bin85.log"
"Mar 26 2010","2455281.999988426","291297601","22.72","9.46e-8","3.19e-8","-2.14","-","51.66","1e-8","0","bin86.log"
"Apr 02 2010","2455288.999988426","291902401","61.3","2.00e-7","4.10e-8","-2.14","-","54.49","1e-8","0","bin87.log"
"Apr 09 2010","2455295.999988426","292507201","115.88","1.97e-7","2.90e-8","-2.14","-","57.95","1e-8","0","bin88.log"
"Apr 16 2010","2455302.999988426","293112001","39.69","1.39e-7","3.40e-8","-2.14","-","62.00","1e-8","0","bin89.log"
"Apr 23 2010","2455309.999988426","293716801","106.75","2.43e-7","3.90e-8","-2.14","-","66.60","1e-8","0","bin90.log"
"Apr 30 2010","2455316.999988426","294321601","33.68","1.18e-7","3.11e-8","-2.14","-","71.70","1e-8","0","bin91.log"
"May 07 2010","2455323.999988426","294926401","176.2","3.13e-7","4.30e-8","-2.14","-","77.24","1e-8","0","bin92.log"
"May 14 2010","2455330.999988426","295531201","193.71","3.51e-7","4.70e-8","-2.14","-","83.16","1e-8","0","bin93.log"
"May 21 2010","2455337.999988426","296136001","131.74","3.02e-7","4.30e-8","-2.14","-","89.41","1e-8","0","bin94.log"
"May 28 2010","2455344.999988426","296740801","146.76","3.02e-7","4.20e-8","-2.14","-","95.91","1e-8","0","bin95.log"
"Jun 04 2010","2455351.999988426","297345601","208.33","3.38e-7","4.20e-8","-2.14","-","102.62","1e-8","0","bin96.log"
"Jun 11 2010","2455358.999988426","297950401","130.22","2.86e-7","4.10e-8","-2.14","-","109.46","1e-8","0","bin97.log"
"Jun 18 2010","2455365.999988426","298555201","56.8","1.63e-7","3.50e-8","-2.14","-","116.37","1e-8","0","bin98.log"
"Jun 25 2010","2455372.999988426","299160001","97.07","2.16e-7","3.50e-8","-2.14","-","123.25","1e-8","0","bin99.log"
"Jul 02 2010","2455379.999988426","299764801","17.02","6.56e-8","2.50e-8","-2.14","-","130.01","1e-8","0","bin100.log"
"Jul 09 2010","2455386.999988426","300369601","43.49","1.40e-7","3.60e-8","-2.14","-","136.52","1e-8","0","bin101.log"
"Jul 16 2010","2455393.999988426","300974401","43.31","1.40e-7","3.40e-8","-2.14","-","142.61","1e-8","0","bin102.log"
"Jul 23 2010","2455400.999988426","301579201","17.87","8.20e-8","2.91e-8","-2.14","-","148.02","1e-8","0","bin103.log"
"Jul 30 2010","2455407.999988426","302184001","80.95","2.14e-7","3.90e-8","-2.14","-","152.35","1e-8","0","bin104.log"
"Aug 06 2010","2455414.999988426","302788801","34.11","1.51e-7","3.80e-8","-2.14","-","155.08","1e-8","0","bin105.log"
"Aug 13 2010","2455421.999988426","303393601","53.28","1.45e-7","3.10e-8","-2.14","-","155.70","1e-8","0","bin106.log"
"Aug 20 2010","2455428.999988426","303998401","41.72","1.34e-7","3.00e-8","-2.14","-","154.12","1e-8","0","bin107.log"
"Aug 27 2010","2455435.999988426","304603201","187.58","3.64e-7","4.70e-8","-2.14","-","150.76","1e-8","0","bin108.log"
"Sep 03 2010","2455442.999988426","305208001","47.96","1.59e-7","3.80e-8","-2.14","-","146.17","1e-8","0","bin109.log"
"Sep 10 2010","2455449.999988426","305812801","22.06","1.05e-7","3.20e-8","-2.14","-","140.83","1e-8","0","bin110.log"
"Sep 17 2010","2455456.999988426","306417601","32.86","1.03e-7","2.77e-8","-2.14","-","135.04","1e-8","0","bin111.log"
"Sep 24 2010","2455463.999988426","307022401","9.04","4.80e-8","2.38e-8","-2.14","-","128.98","1e-8","0","bin112.log"
"Oct 01 2010","2455470.999988426","307627201","2.72","< 7.46e-8","-","-","-","122.77","1e-8","0","bin113.log"
"Oct 08 2010","2455477.999988426","308232001","15.75","6.54e-8","2.49e-8","-2.14","-","116.50","1e-8","0","bin114.log"
"Oct 15 2010","2455484.999988426","308836801","32.19","1.14e-7","3.10e-8","-2.14","-","110.22","1e-8","0","bin115.log"
"Oct 22 2010","2455491.999988426","309441601","10.29","5.63e-8","2.57e-8","-2.14","-","104.00","1e-8","0","bin116.log"
"Oct 29 2010","2455498.999988426","310046401","34.41","1.21e-7","3.08e-8","-2.14","-","97.87","1e-8","0","bin117.log"
"Nov 05 2010","2455505.999988426","310651201","8.21","6.56e-8","2.93e-8","-2.14","-","91.90","1e-8","0","bin118.log"
"Nov 12 2010","2455512.999988426","311256001","7.13","4.96e-8","2.58e-8","-2.14","-","86.16","1e-8","0","bin119.log"
"Nov 19 2010","2455519.999988426","311860801","19.84","9.84e-8","3.21e-8","-2.14","-","80.69","1e-8","0","bin120.log"
"Nov 26 2010","2455526.999988426","312465601","16.35","6.19e-8","2.56e-8","-2.14","-","75.57","1e-8","0","bin121.log"
"Dec 03 2010","2455533.999988426","313070401","56.68","1.35e-7","2.90e-8","-2.14","-","70.86","1e-8","0","bin122.log"
"Dec 10 2010","2455540.999988426","313675201","30.9","9.94e-8","2.93e-8","-2.14","-","66.60","1e-8","0","bin123.log"
"Dec 17 2010","2455547.999988426","314280001","30.9","1.36e-7","3.50e-8","-2.14","-","62.84","1e-8","0","bin124.log"
"Dec 24 2010","2455554.999988426","314884801","20.67","9.69e-8","2.98e-8","-2.14","-","59.58","1e-8","0","bin125.log"
"Dec 31 2010","2455561.999988426","315489601","7.9","7.86e-8","3.58e-8","-2.14","-","56.79","1e-8","0","bin126.log"
"Jan 07 2011","2455568.999988426","316094401","9.14","6.52e-8","2.84e-8","-2.14","-","54.43","1e-8","0","bin127.log"
"Jan 14 2011","2455575.999988426","316699201","13.01","5.77e-8","2.63e-8","-2.14","-","52.44","1e-8","0","bin128.log"
"Jan 21 2011","2455582.999988426","317304001","26.51","1.06e-7","3.31e-8","-2.14","-","50.77","1e-8","0","bin129.log"
"Jan 28 2011","2455589.999988426","317908801","3.13","< 9.78e-8","-","-","-","49.37","1e-8","0","bin130.log"
"Feb 04 2011","2455596.999988426","318513601","25.98","1.06e-7","3.41e-8","-2.14","-","48.23","1e-8","0","bin131.log"
"Feb 11 2011","2455603.999988426","319118401","79.3","2.40e-7","4.40e-8","-2.14","-","47.36","1e-8","0","bin132.log"
"Feb 18 2011","2455610.999988426","319723201","21.9","1.10e-7","3.45e-8","-2.14","-","46.81","1e-8","0","bin133.log"
"Feb 25 2011","2455617.999988426","320328001","75.08","1.93e-7","3.50e-8","-2.14","-","46.64","1e-8","0","bin134.log"
"Mar 04 2011","2455624.999988426","320932801","18.61","8.84e-8","3.03e-8","-2.14","-","46.93","1e-8","0","bin135.log"
"Mar 11 2011","2455631.999988426","321537601","96.29","2.36e-7","4.10e-8","-2.14","-","47.75","1e-8","0","bin136.log"
"Mar 18 2011","2455638.999988426","322142401","112.74","2.33e-7","3.60e-8","-2.14","-","49.17","1e-8","0","bin137.log"
"Mar 25 2011","2455645.999988426","322747201","141.25","1.77e-7","2.50e-8","-2.14","-","51.23","1e-8","0","bin138.log"
"Apr 01 2011","2455652.999988426","323352001","83.9","2.19e-7","4.10e-8","-2.14","-","53.94","1e-8","0","bin139.log"
"Apr 08 2011","2455659.999988426","323956801","43.61","1.37e-7","3.30e-8","-2.14","-","57.29","1e-8","0","bin140.log"
"Apr 15 2011","2455666.999988426","324561601","34.9","1.35e-7","3.68e-8","-2.14","-","61.24","1e-8","0","bin141.log"
"Apr 22 2011","2455673.999988426","325166401","33.65","1.14e-7","3.05e-8","-2.14","-","65.75","1e-8","0","bin142.log"
"Apr 29 2011","2455680.999988426","325771201","47.9","1.77e-7","3.90e-8","-2.14","-","70.77","1e-8","0","bin143.log"
"May 06 2011","2455687.999988426","326376001","88.99","2.29e-7","3.90e-8","-2.14","-","76.23","1e-8","0","bin144.log"
"May 13 2011","2455694.999988426","326980801","216.88","3.92e-7","4.40e-8","-2.14","-","82.09","1e-8","0","bin145.log"
"May 20 2011","2455701.999988426","327585601","505.43","6.59e-7","5.30e-8","-2.14","-","88.28","1e-8","0","bin146.log"
"May 27 2011","2455708.999988426","328190401","913.67","9.60e-7","6.10e-8","-2.14","-","94.74","1e-8","0","bin147.log"
"Jun 03 2011","2455715.999988426","328795201","373.44","5.06e-7","4.90e-8","-2.14","-","101.42","1e-8","0","bin148.log"
"Jun 10 2011","2455722.999988426","329400001","349.76","5.05e-7","5.00e-8","-2.14","-","108.24","1e-8","0","bin149.log"
"Jun 17 2011","2455729.999988426","330004801","249.34","4.32e-7","4.80e-8","-2.14","-","115.14","1e-8","0","bin150.log"
"Jun 24 2011","2455736.999988426","330609601","399.54","5.81e-7","5.50e-8","-2.14","-","122.04","1e-8","0","bin151.log"
"Jul 01 2011","2455743.999988426","331214401","312.3","4.33e-7","4.70e-8","-2.14","-","128.82","1e-8","0","bin152.log"
"Jul 08 2011","2455750.999988426","331819201","640.82","6.89e-7","5.20e-8","-2.14","-","135.39","1e-8","0","bin153.log"
"Jul 15 2011","2455757.999988426","332424001","314.17","4.82e-7","5.10e-8","-2.14","-","141.57","1e-8","0","bin154.log"
"Jul 22 2011","2455764.999988426","333028801","336.46","5.59e-7","5.60e-8","-2.14","-","147.13","1e-8","0","bin155.log"
"Jul 29 2011","2455771.999988426","333633601","251.51","4.37e-7","5.00e-8","-2.14","-","151.68","1e-8","0","bin156.log"
"Aug 05 2011","2455778.999988426","334238401","202.37","3.06e-7","3.90e-8","-2.14","-","154.73","1e-8","0","bin157.log"
"Aug 12 2011","2455785.999988426","334843201","149.55","2.81e-7","4.20e-8","-2.14","-","155.75","1e-8","0","bin158.log"
"Aug 19 2011","2455792.999988426","335448001","178.48","3.21e-7","4.20e-8","-2.14","-","154.55","1e-8","0","bin159.log"
"Aug 26 2011","2455799.999988426","336052801","288.6","4.61e-7","5.00e-8","-2.14","-","151.46","1e-8","0","bin160.log"
"Sep 02 2011","2455806.999988426","336657601","171.79","4.24e-7","5.90e-8","-2.14","-","147.05","1e-8","0","bin161.log"
"Sep 09 2011","2455813.999988426","337262401","38.84","1.59e-7","4.00e-8","-2.14","-","141.82","1e-8","0","bin162.log"
"Sep 16 2011","2455820.999988426","337867201","77.05","2.24e-7","4.00e-8","-2.14","-","136.09","1e-8","0","bin163.log"
"Sep 23 2011","2455827.999988426","338472001","161.27","2.99e-7","4.10e-8","-2.14","-","130.07","1e-8","0","bin164.log"
"Sep 30 2011","2455834.999988426","339076801","190.88","3.35e-7","4.10e-8","-2.14","-","123.88","1e-8","0","bin165.log"
"Oct 07 2011","2455841.999988426","339681601","121.26","2.57e-7","4.10e-8","-2.14","-","117.62","1e-8","0","bin166.log"
"Oct 14 2011","2455848.999988426","340286401","221.35","4.12e-7","4.60e-8","-2.14","-","111.33","1e-8","0","bin167.log"
"Oct 21 2011","2455855.999988426","340891201","124.83","2.98e-7","4.10e-8","-2.14","-","105.09","1e-8","0","bin168.log"
"Oct 28 2011","2455862.999988426","341496001","355.18","5.81e-7","5.40e-8","-2.14","-","98.95","1e-8","0","bin169.log"
"Nov 04 2011","2455869.999988426","342100801","425.45","6.86e-7","6.30e-8","-2.14","-","92.95","1e-8","0","bin170.log"
"Nov 11 2011","2455876.999988426","342705601","247.5","4.32e-7","4.90e-8","-2.14","-","87.16","1e-8","0","bin171.log"
"Nov 18 2011","2455883.999988426","343310401","105.9","2.37e-7","3.80e-8","-2.14","-","81.64","1e-8","0","bin172.log"
"Nov 25 2011","2455890.999988426","343915201","245.96","4.03e-7","4.50e-8","-2.14","-","76.45","1e-8","0","bin173.log"
"Dec 02 2011","2455897.999988426","344520001","360.07","5.67e-7","5.40e-8","-2.14","-","71.66","1e-8","0","bin174.log"
"Dec 09 2011","2455904.999988426","345124801","396.53","5.33e-7","5.00e-8","-2.14","-","67.32","1e-8","0","bin175.log"
"Dec 16 2011","2455911.999988426","345729601","109.73","2.57e-7","4.10e-8","-2.14","-","63.47","1e-8","0","bin176.log"
"Dec 23 2011","2455918.999988426","346334401","273.5","5.20e-7","5.80e-8","-2.14","-","60.12","1e-8","0","bin177.log"
"Dec 30 2011","2455925.999988426","346939201","195.3","3.81e-7","4.80e-8","-2.14","-","57.25","1e-8","0","bin178.log"
"Jan 06 2012","2455932.999988426","347544001","99.4","2.58e-7","4.10e-8","-2.14","-","54.82","1e-8","0","bin179.log"
"Jan 13 2012","2455939.999988426","348148801","130.13","3.04e-7","4.30e-8","-2.14","-","52.77","1e-8","0","bin180.log"
"Jan 20 2012","2455946.999988426","348753601","105.2","2.73e-7","4.50e-8","-2.14","-","51.05","1e-8","0","bin181.log"
"Jan 27 2012","2455953.999988426","349358401","284.81","4.21e-7","4.50e-8","-2.14","-","49.60","1e-8","0","bin182.log"
"Feb 03 2012","2455960.999988426","349963201","230.77","3.66e-7","4.10e-8","-2.14","-","48.42","1e-8","0","bin183.log"
"Feb 10 2012","2455967.999988426","350568001","174.61","3.43e-7","4.30e-8","-2.14","-","47.50","1e-8","0","bin184.log"
"Feb 17 2012","2455974.999988426","351172801","111.34","2.67e-7","4.40e-8","-2.14","-","46.88","1e-8","0","bin185.log"
"Feb 24 2012","2455981.999988426","351777601","364.93","5.71e-7","5.70e-8","-2.14","-","46.64","1e-8","0","bin186.log"
"Mar 02 2012","2455988.999988426","352382401","587.4","6.99e-7","5.40e-8","-2.14","-","46.84","1e-8","0","bin187.log"
"Mar 09 2012","2455995.999988426","352987201","185.72","3.00e-7","3.80e-8","-2.14","-","47.56","1e-8","0","bin188.log"
"Mar 16 2012","2456002.999988426","353592001","191.26","4.03e-7","5.20e-8","-2.14","-","48.87","1e-8","0","bin189.log"
"Mar 23 2012","2456009.999988426","354196801","354.23","5.16e-7","4.80e-8","-2.14","-","50.82","1e-8","0","bin190.log"
"Mar 30 2012","2456016.999988426","354801601","391.84","5.49e-7","4.90e-8","-2.14","-","53.41","1e-8","0","bin191.log"
"Apr 06 2012","2456023.999988426","355406401","610.16","7.89e-7","6.00e-8","-2.14","-","56.65","1e-8","0","bin192.log"
"Apr 13 2012","2456030.999988426","356011201","371.24","6.03e-7","5.60e-8","-2.14","-","60.50","1e-8","0","bin193.log"
"Apr 20 2012","2456037.999988426","356616001","127.73","2.89e-7","4.30e-8","-2.14","-","64.91","1e-8","0","bin194.log"
"Apr 27 2012","2456044.999988426","357220801","65.77","1.91e-7","3.70e-8","-2.14","-","69.84","1e-8","0","bin195.log"
"May 04 2012","2456051.999988426","357825601","258.38","4.78e-7","5.20e-8","-2.14","-","75.23","1e-8","0","bin196.log"
"May 11 2012","2456058.999988426","358430401","474.38","6.46e-7","5.70e-8","-2.14","-","81.02","1e-8","0","bin197.log"
"May 18 2012","2456065.999988426","359035201","317.19","4.64e-7","4.60e-8","-2.14","-","87.16","1e-8","0","bin198.log"
"May 25 2012","2456072.999988426","359640001","328.68","4.58e-7","4.40e-8","-2.14","-","93.58","1e-8","0","bin199.log"
"Jun 01 2012","2456079.999988426","360244801","119.26","2.74e-7","4.00e-8","-2.14","-","100.22","1e-8","0","bin200.log"
"Jun 08 2012","2456086.999988426","360849601","592.94","7.13e-7","5.80e-8","-2.14","-","107.03","1e-8","0","bin201.log"
"Jun 15 2012","2456093.999988426","361454401","151.59","2.65e-7","3.80e-8","-2.14","-","113.92","1e-8","0","bin202.log"
"Jun 22 2012","2456100.999988426","362059201","84.3","2.27e-7","4.00e-8","-2.14","-","120.82","1e-8","0","bin203.log"
"Jun 29 2012","2456107.999988426","362664001","212.85","3.71e-7","4.70e-8","-2.14","-","127.63","1e-8","0","bin204.log"
"Jul 06 2012","2456114.999976852","363268801","139.54","3.36e-7","5.00e-8","-2.14","-","134.25","1e-8","0","bin205.log"
"Jul 13 2012","2456121.999976852","363873601","117.74","2.56e-7","4.10e-8","-2.14","-","140.51","1e-8","0","bin206.log"
"Jul 20 2012","2456128.999976852","364478401","498.14","7.05e-7","5.60e-8","-2.14","-","146.20","1e-8","0","bin207.log"
"Jul 27 2012","2456135.999976852","365083201","217.31","3.86e-7","4.60e-8","-2.14","-","150.97","1e-8","0","bin208.log"
"Aug 03 2012","2456142.999976852","365688001","67.63","2.15e-7","4.10e-8","-2.14","-","154.33","1e-8","0","bin209.log"
"Aug 10 2012","2456149.999976852","366292801","66.95","1.76e-7","3.40e-8","-2.14","-","155.73","1e-8","0","bin210.log"
"Aug 17 2012","2456156.999976852","366897601","142.39","2.97e-7","4.10e-8","-2.14","-","154.92","1e-8","0","bin211.log"
"Aug 24 2012","2456163.999976852","367502401","797.26","9.82e-7","6.90e-8","-2.14","-","152.12","1e-8","0","bin212.log"
"Aug 31 2012","2456170.999976852","368107201","163.8","2.85e-7","4.00e-8","-2.14","-","147.90","1e-8","0","bin213.log"
"Sep 07 2012","2456177.999976852","368712001","71.4","2.00e-7","3.60e-8","-2.14","-","142.79","1e-8","0","bin214.log"
